ProfID,OBJECTID,HorNO,HorID,DepthFrom,DepthTo,SOC
P0463,25917,2,P0463H02,32,63,-9999.0
P0464,25918,1,P0464H01,0,30,-9999.0
P0464,25919,2,P0464H02,30,66,-9999.0
P0464,25920,3,P0464H03,66,98,-9999.0
P0465,25921,1,P0465H01,0,39,0.8
P0465,25922,2,P0465H02,39,69,0.5
P0465,25923,3,P0465H03,69,109,0.4
P0466,25924,1,P0466H01,0,34,0.8
P0466,25925,2,P0466H02,34,68,0.4
P0466,25926,3,P0466H03,68,110,0.3
P0467,25927,1,P0467H01,0,35,1.2
P0467,25928,2,P0467H02,35,62,0.6
P0467,25929,3,P0467H03,62,109,0.4
P0468,25930,1,P0468H01,0,32,0.8
P0468,25931,2,P0468H02,32,58,0.7
P0468,25932,3,P0468H03,58,79,0.2
P0468,25933,4,P0468H04,79,110,0.3
P0469,25934,1,P0469H01,2,16,5.4
P0469,25935,2,P0469H02,16,50,2.5
P0470,25936,1,P0470H01,0,28,1.0
P0471,25937,1,P0471H01,0,25,0.7
P0472,25938,1,P0472H01,0,20,1.2
P0472,25939,2,P0472H02,20,48,0.2
P0473,25940,1,P0473H01,0,25,1.1
P0474,25941,1,P0474H01,0,18,1.4
P0475,25942,1,P0475H01,3,42,-9999.0
P0475,25943,2,P0475H02,42,66,-9999.0
P0476,25944,1,P0476H01,0,18,0.8
P0476,25945,2,P0476H02,18,50,0.2
P0477,25946,1,P0477H01,0,36,0.7
P0478,25947,1,P0478H01,0,30,0.7
P0479,25948,1,P0479H01,0,27,-9999.0
P0479,25949,2,P0479H02,27,63,-9999.0
P0479,25950,3,P0479H03,63,93,-9999.0
P0480,25951,1,P0480H01,0,18,1.6
P0480,25952,2,P0480H02,18,55,0.4
P0481,25953,1,P0481H01,0,29,0.5
P0481,25954,2,P0481H02,29,63,0.3
P0482,25955,1,P0482H01,0,10,0.3
P0483,25956,1,P0483H01,0,34,0.4
P0484,25957,1,P0484H01,0,34,1.4
P0485,25958,1,P0485H01,0,26,0.8
P0485,25959,2,P0485H02,26,57,0.5
P0485,25960,3,P0485H03,57,85,0.3
P0486,29949,1,P0486H01,0,10,4.9
P0486,29950,2,P0486H02,20,30,4.0
P0488,29951,1,P0488H01,0,12,5.7
P0488,29952,2,P0488H02,18,28,4.3
P0489,29953,1,P0489H01,0,7,3.2
P0489,29954,2,P0489H02,25,35,0.8
P0490,29955,1,P0490H01,0,12,2.8
P0490,29956,2,P0490H02,12,28,2.4
P0491,29957,1,P0491H01,0,18,6.2
P0491,29958,2,P0491H02,25,35,4.7
P0492,29959,1,P0492H01,0,22,5.0
P0492,29960,2,P0492H02,30,40,1.5
P0493,29961,1,P0493H01,0,13,2.9
P0494,29962,1,P0494H01,14,14,4.4
P0494,29963,2,P0494H02,15,28,1.3
P0495,29964,1,P0495H01,0,12,4.7
P0495,29965,2,P0495H02,15,25,2.8
P0496,29966,1,P0496H01,0,30,3.6
P0496,29967,2,P0496H02,40,50,1.9
P0497,29968,1,P0497H01,0,12,6.6
P0497,29969,2,P0497H02,13,23,5.7
P0498,29970,1,P0498H01,0,5,1.6
P0499,29971,1,P0499H01,0,13,3.6
P0500,29972,1,P0500H01,0,13,5.9
P0501,29973,1,P0501H01,0,29,1.4
P0501,29974,2,P0501H02,29,72,0.8
P0501,29975,3,P0501H03,72,120,0.6
P0502,29976,1,P0502H01,0,26,2.4
P0502,29977,2,P0502H02,26,63,1.2
P0502,29978,3,P0502H03,63,85,1.0
P0503,29979,1,P0503H01,0,28,2.0
P0503,29980,2,P0503H02,28,64,1.4
P0503,29981,3,P0503H03,64,95,1.3
P0503,29982,4,P0503H04,96,115,0.9
P0504,29983,1,P0504H01,0,34,2.4
P0504,29984,2,P0504H02,34,67,1.0
P0504,29985,3,P0504H03,67,105,0.9
P0505,29986,1,P0505H01,0,28,3.2
P0505,29987,2,P0505H02,28,70,1.7
P0505,29988,3,P0505H03,70,97,1.1
P0505,29989,4,P0505H04,97,120,0.6
P0506,29990,1,P0506H01,0,28,2.1
P0506,29991,2,P0506H02,28,55,1.3
P0506,29992,3,P0506H03,55,89,0.7
P0506,29993,4,P0506H04,89,120,1.4
P0507,29994,1,P0507H01,0,25,2.5
P0507,29995,2,P0507H02,25,46,1.7
P0507,29996,3,P0507H03,46,80,1.1
P0508,29997,1,P0508H01,0,29,2.0
P0508,29998,2,P0508H02,29,56,1.4
P0508,29999,3,P0508H03,56,80,0.8
P0509,30000,1,P0509H01,0,28,1.7
P0509,30001,2,P0509H02,28,54,1.0
P0509,30002,3,P0509H03,54,96,0.9
P0510,30003,1,P0510H01,0,27,1.8
P0510,30004,2,P0510H02,27,58,1.2
P0510,30005,3,P0510H03,58,95,1.4
P0511,30006,1,P0511H01,0,30,1.8
P0511,30007,2,P0511H02,3,58,1.1
P0511,30008,3,P0511H03,58,95,1.0
P0511,30009,4,P0511H04,95,125,0.6
P0512,30010,1,P0512H01,0,30,1.5
P0512,30011,2,P0512H02,30,59,0.8
P0512,30012,3,P0512H03,59,95,0.7
P0512,30013,4,P0512H04,95,125,0.6
P0513,30014,1,P0513H01,0,28,1.5
P0513,30015,2,P0513H02,28,59,0.9
P0513,30016,3,P0513H03,59,90,0.8
P0513,30017,4,P0513H04,90,120,0.5
P0514,30018,1,P0514H01,0,20,1.5
P0514,30019,2,P0514H02,20,50,1.1
P0514,30020,3,P0514H03,50,88,0.5
P0514,30021,4,P0514H04,88,120,0.4
P0515,30022,1,P0515H01,0,30,2.8
P0515,30023,2,P0515H02,30,68,1.6
P0515,30024,3,P0515H03,68,102,0.9
P0515,30025,4,P0515H04,102,125,0.7
P0516,30026,1,P0516H01,0,24,2.4
P0516,30027,2,P0516H02,24,63,0.8
P0516,30028,3,P0516H03,63,90,0.6
P0516,30029,4,P0516H04,90,120,0.4
P0517,30030,1,P0517H01,0,29,2.2
P0517,30031,2,P0517H02,29,66,1.1
P0517,30032,3,P0517H03,66,95,1.1
P0517,30033,4,P0517H04,95,125,1.3
P0518,30034,1,P0518H01,0,31,2.1
P0518,30035,2,P0518H02,31,57,1.4
P0518,30036,3,P0518H03,57,100,0.9
P0518,30037,4,P0518H04,100,120,1.1
P0519,30038,1,P0519H01,0,29,1.2
P0519,30039,2,P0519H02,29,70,0.8
P0519,30040,3,P0519H03,70,85,0.7
P0520,30041,1,P0520H01,0,30,1.8
P0520,30042,2,P0520H02,31,80,1.1
P0520,30043,3,P0520H03,80,100,0.7
P0521,30044,1,P0521H01,0,26,2.3
P0521,30045,2,P0521H02,26,75,1.1
P0521,30046,3,P0521H03,75,100,0.8
P0522,30047,1,P0522H01,0,18,1.5
P0522,30048,2,P0522H02,18,48,1.2
P0522,30049,3,P0522H03,48,77,1.0
P0522,30050,4,P0522H04,77,120,1.0
P0523,30051,1,P0523H01,0,29,2.7
P0523,30052,2,P0523H02,29,57,2.0
P0523,30053,3,P0523H03,57,92,1.1
P0524,30054,1,P0524H01,0,27,1.6
P0524,30055,2,P0524H02,27,58,1.1
P0524,30056,3,P0524H03,58,90,0.9
P0524,30057,4,P0524H04,90,120,0.7
P0525,30058,1,P0525H01,0,25,1.7
P0525,30059,2,P0525H02,25,62,1.0
P0525,30060,3,P0525H03,62,90,0.9
P0526,30061,1,P0526H01,0,20,2.3
P0526,30062,2,P0526H02,20,47,1.3
P0526,30063,3,P0526H03,47,60,0.7
P0527,30064,1,P0527H01,0,22,2.6
P0527,30065,2,P0527H02,22,48,1.1
P0527,30066,3,P0527H03,48,75,0.9
P0527,30067,4,P0527H04,75,110,1.1
P0528,30068,1,P0528H01,0,24,2.1
P0528,30069,2,P0528H02,24,50,1.6
P0528,30070,3,P0528H03,50,85,1.4
P0528,30071,4,P0528H04,85,120,1.1
P0529,30072,1,P0529H01,0,27,1.7
P0529,30073,2,P0529H02,27,59,1.1
P0529,30074,3,P0529H03,59,95,1.0
P0529,30075,4,P0529H04,95,120,0.6
P0530,30076,1,P0530H01,0,20,2.3
P0530,30077,2,P0530H02,20,40,1.1
P0530,30078,3,P0530H03,40,55,0.9
P0530,30079,4,P0530H04,60,80,0.7
P0530,30080,5,P0530H05,100,120,0.7
P0531,30081,1,P0531H01,0,25,2.2
P0531,30082,2,P0531H02,25,49,1.2
P0531,30083,3,P0531H03,49,82,1.0
P0531,30084,4,P0531H04,82,120,1.2
P0532,30085,1,P0532H01,0,24,1.9
P0532,30086,2,P0532H02,24,58,0.9
P0532,30087,3,P0532H03,58,100,0.7
P0533,30088,1,P0533H01,0,16,1.8
P0533,30089,2,P0533H02,16,55,0.7
P0534,30090,1,P0534H01,0,30,1.7
P0534,30091,2,P0534H02,30,58,1.3
P0534,30092,3,P0534H03,58,90,1.2
P0535,30093,1,P0535H01,0,32,2.3
P0535,30094,2,P0535H02,32,56,1.3
P0535,30095,3,P0535H03,56,89,1.1
P0535,30096,4,P0535H04,89,120,0.8
P0536,30097,1,P0536H01,0,27,2.7
P0536,30098,2,P0536H02,27,63,1.7
P0536,30099,3,P0536H03,63,88,1.5
P0536,30100,4,P0536H04,88,120,0.7
P0537,30101,1,P0537H01,0,22,1.6
P0537,30102,2,P0537H02,22,46,1.2
P0537,30103,3,P0537H03,46,85,0.9
P0537,30104,4,P0537H04,85,115,0.9
P0538,30105,1,P0538H01,0,26,2.0
P0538,30106,2,P0538H02,26,62,1.1
P0538,30107,3,P0538H03,62,93,0.9
P0538,30108,4,P0538H04,93,120,0.6
P0539,30109,1,P0539H01,0,31,1.9
P0539,30110,2,P0539H02,31,62,0.8
P0539,30111,3,P0539H03,62,98,1.1
P0539,30112,4,P0539H04,68,115,1.0
P0540,30113,1,P0540H01,0,29,2.3
P0540,30114,2,P0540H02,29,63,1.1
P0540,30115,3,P0540H03,63,100,1.1
P0540,30116,4,P0540H04,100,120,1.0
P0541,30117,1,P0541H01,0,28,2.4
P0541,30118,2,P0541H02,28,80,1.3
P0541,30119,3,P0541H03,80,95,0.9
P0542,30120,1,P0542H01,0,26,1.9
P0542,30121,2,P0542H02,26,58,1.1
P0542,30122,3,P0542H03,90,110,1.3
P0543,30123,1,P0543H01,0,8,3.0
P0544,30124,1,P0544H01,0,16,3.0
P0544,30125,2,P0544H02,16,30,3.0
P0545,30126,1,P0545H01,0,18,2.7
P0546,30127,1,P0546H01,0,11,3.7
P0547,30128,1,P0547H01,0,10,1.5
P0548,30129,1,P0548H01,0,13,3.1
P0548,30130,2,P0548H02,18,28,0.9
P0549,30131,1,P0549H01,0,10,1.2
P0549,30132,2,P0549H02,15,28,0.6
P0550,30133,1,P0550H01,0,15,2.0
P0551,30134,1,P0551H01,0,6,1.2
P0553,30135,1,P0553H01,0,15,4.8
P0554,30136,1,P0554H01,0,13,5.2
P0554,30137,2,P0554H02,20,30,0.9
P0555,30138,1,P0555H01,0,14,2.1
P0555,30139,2,P0555H02,22,32,0.7
P0556,30140,1,P0556H01,0,16,3.9
P0556,30141,2,P0556H02,25,35,1.9
P0557,30142,1,P0557H01,0,13,4.0
P0557,30143,2,P0557H02,13,32,2.2
P0564,30144,1,P0564H01,0,15,5.0
P0569,30145,1,P0569H01,0,10,1.6
P0569,30146,2,P0569H02,10,30,0.9
P0569,30147,3,P0569H03,30,42,0.8
P0574,30148,1,P0574H01,0,13,1.8
P0574,30149,2,P0574H02,13,36,1.1
P0574,30150,3,P0574H03,36,50,0.8
P0577,30151,1,P0577H01,0,16,3.2
P0577,30152,2,P0577H02,20,30,1.6
P0578,30153,1,P0578H01,0,14,2.8
P0578,30154,2,P0578H02,25,35,1.4
P0579,30155,1,P0579H01,0,16,5.7
P0579,30156,2,P0579H02,21,31,3.5
P0580,30157,1,P0580H01,0,13,3.7
P0580,30158,2,P0580H02,20,30,1.9
P0580,30159,3,P0580H03,45,55,0.8
P0581,30160,1,P0581H01,0,23,2.5
P0581,30161,2,P0581H02,33,43,2.2
P0581,30162,3,P0581H03,72,82,1.7
P0582,30163,1,P0582H01,0,14,3.8
P0582,30164,2,P0582H02,24,34,2.7
P0582,30165,3,P0582H03,50,60,2.2
P0582,30166,4,P0582H04,70,80,1.1
P0583,30167,1,P0583H01,0,13,2.9
P0583,30168,2,P0583H02,20,30,2.9
P0584,30169,1,P0584H01,0,12,1.7
P0585,30170,1,P0585H01,0,15,2.4
P0586,30171,1,P0586H01,0,17,5.1
P0586,30172,2,P0586H02,20,40,5.1
P0587,30173,1,P0587H01,0,28,7.5
P0587,30174,2,P0587H02,35,56,2.7
P0587,30175,3,P0587H03,56,88,-9999.0
P0589,30176,1,P0589H01,0,30,5.8
P0589,30177,2,P0589H02,30,50,4.6
P0589,30178,3,P0589H03,50,80,0.3
P0590,30179,1,P0590H01,0,25,7.2
P0591,30180,1,P0591H01,0,14,4.2
P0591,30181,2,P0591H02,18,28,1.7
P0591,30182,3,P0591H03,35,48,1.1
P0592,30183,1,P0592H01,0,30,5.9
P0592,30184,2,P0592H02,30,50,3.2
P0592,30185,3,P0592H03,55,94,0.9
P0593,30186,1,P0593H01,0,15,3.1
P0594,30187,1,P0594H01,0,5,-9999.0
P0594,30188,2,P0594H02,10,20,-9999.0
P0595,30189,1,P0595H01,0,12,2.6
P0595,30190,2,P0595H02,17,27,4.6
P0596,30191,1,P0596H01,0,12,3.8
P0596,30192,2,P0596H02,15,25,2.4
P0597,30193,1,P0597H01,0,12,2.8
P0598,30194,1,P0598H01,0,10,4.0
P0598,30195,2,P0598H02,10,20,1.5
P0599,30196,1,P0599H01,0,14,5.8
P0599,30197,2,P0599H02,21,31,4.2
P0599,30198,3,P0599H03,40,50,2.1
P0600,30199,1,P0600H01,0,12,2.7
P0600,30200,2,P0600H02,12,23,1.3
P0601,30201,1,P0601H01,0,10,5.4
P0601,30202,2,P0601H02,15,25,3.8
P0602,30203,1,P0602H01,0,20,4.8
P0602,30204,2,P0602H02,34,44,3.3
P0602,30205,3,P0602H03,54,64,1.4
P0602,30206,4,P0602H04,85,95,0.8
P0604,30207,1,P0604H01,0,17,3.5
P0605,30208,1,P0605H01,0,12,5.0
P0605,30209,2,P0605H02,16,26,3.5
P0608,30210,1,P0608H01,0,10,5.2
P0609,30211,1,P0609H01,0,13,5.7
P0609,30212,2,P0609H02,15,30,4.3
P0609,30213,3,P0609H03,40,60,1.5
P0610,30214,1,P0610H01,0,25,5.8
P0611,30215,1,P0611H01,0,38,5.2
P0611,30216,2,P0611H02,40,58,4.8
P0611,30217,3,P0611H03,58,78,2.9
P0612,30218,1,P0612H01,0,14,6.6
P0612,30219,2,P0612H02,14,40,5.4
P0612,30220,3,P0612H03,40,70,2.5
P0613,30221,1,P0613H01,0,17,6.1
P0613,30222,2,P0613H02,17,37,4.6
P0613,30223,3,P0613H03,37,67,2.6
P0614,30224,1,P0614H01,0,25,6.7
P0615,30225,1,P0615H01,0,30,4.6
P0615,30226,2,P0615H02,30,47,3.1
P0616,30227,1,P0616H01,0,16,6.6
P0616,30228,2,P0616H02,16,31,1.7
P0616,30229,3,P0616H03,31,70,0.9
P0616,30230,4,P0616H04,70,95,0.3
P0617,30231,1,P0617H01,0,15,5.9
P0617,30232,2,P0617H02,15,43,2.9
P0617,30233,3,P0617H03,43,77,1.2
P0618,30234,1,P0618H01,0,14,3.6
P0618,30235,2,P0618H02,23,33,1.3
P0619,30236,1,P0619H01,0,13,3.7
P0619,30237,2,P0619H02,20,30,2.5
P0620,30238,1,P0620H01,3,14,8.4
P0620,30239,2,P0620H02,14,45,5.6
P0622,30240,1,P0622H01,1,12,8.1
P0623,30241,1,P0623H01,4,27,3.8
P0623,30242,2,P0623H02,30,50,1.3
P0623,30243,3,P0623H03,50,72,1.2
P0624,30244,1,P0624H01,0,20,4.1
P0625,30245,1,P0625H01,0,20,6.8
P0626,30246,1,P0626H01,4,14,5.9
P0626,30247,2,P0626H02,14,27,3.1
P0626,30248,3,P0626H03,27,47,1.2
P0627,30249,1,P0627H01,3,10,2.8
P0627,30250,2,P0627H02,10,29,1.4
P0628,30251,1,P0628H01,0,6,5.8
P0628,30252,2,P0628H02,10,20,2.6
P0628,30253,3,P0628H03,26,36,1.3
P0629,30254,1,P0629H01,0,8,12.1
P0629,30255,2,P0629H02,15,25,3.7
P0630,30256,1,P0630H01,0,10,6.7
P0630,30257,2,P0630H02,11,28,3.8
P0631,30258,1,P0631H01,0,20,5.7
P0631,30259,2,P0631H02,20,38,3.8
P0632,30260,1,P0632H01,0,9,6.0
P0632,30261,2,P0632H02,10,20,4.3
P0632,30262,3,P0632H03,23,33,2.0
P0633,30263,1,P0633H01,0,14,3.6
P0633,30264,2,P0633H02,20,30,2.6
P0633,30265,3,P0633H03,40,50,2.8
P0634,30266,1,P0634H01,3,6,11.9
P0634,30267,2,P0634H02,6,13,5.2
P0634,30268,3,P0634H03,13,16,3.2
P0635,30269,1,P0635H01,2,15,3.4
P0635,30270,2,P0635H02,15,50,2.0
P0635,30271,3,P0635H03,50,85,1.6
P0636,30272,1,P0636H01,0,12,1.4
P0636,30273,2,P0636H02,12,32,1.0
P0636,30274,3,P0636H03,32,60,0.6
P0637,30275,1,P0637H01,0,8,0.9
P0637,30276,2,P0637H02,10,20,0.5
P0637,30277,3,P0637H03,28,38,0.6
P0638,30278,1,P0638H01,0,10,2.8
P0638,30279,2,P0638H02,18,28,1.0
P0638,30280,3,P0638H03,42,52,0.8
P0639,30281,1,P0639H01,0,11,1.3
P0639,30282,2,P0639H02,17,27,0.7
P0639,30283,3,P0639H03,42,52,0.4
P0640,30284,1,P0640H01,0,12,2.1
P0640,30285,2,P0640H02,12,25,1.1
P0640,30286,3,P0640H03,25,35,0.7
P0641,30287,1,P0641H01,0,14,0.8
P0642,30288,1,P0642H01,0,20,1.9
P0643,30289,1,P0643H01,0,20,1.0
P0643,30290,2,P0643H02,20,40,0.8
P0644,30291,1,P0644H01,0,20,1.4
P0645,30292,1,P0645H01,2,20,2.1
P0645,30293,2,P0645H02,20,40,1.0
P0645,30294,3,P0645H03,50,70,0.6
P0646,25961,1,P0646H01,0,20,1.8
P0646,25962,2,P0646H02,20,50,1.3
P0646,25963,3,P0646H03,50,83,1.3
P0646,25964,4,P0646H04,83,120,1.2
P0647,30295,1,P0647H01,0,27,2.9
P0647,30296,2,P0647H02,27,55,1.1
P0648,30297,1,P0648H01,0,28,1.4
P0648,30298,2,P0648H02,28,63,0.9
P0648,30299,3,P0648H03,63,98,0.6
P0649,30300,1,P0649H01,0,20,1.4
P0649,30301,2,P0649H02,20,53,0.5
P0649,30302,3,P0649H03,60,90,0.4
P0650,30303,1,P0650H01,0,20,1.2
P0650,30304,2,P0650H02,20,48,0.7
P0650,30305,3,P0650H03,48,75,0.4
P0651,30306,1,P0651H01,0,21,2.4
P0651,30307,2,P0651H02,21,43,1.6
P0651,30308,3,P0651H03,43,85,1.0
P0652,30309,1,P0652H01,0,25,1.5
P0652,30310,2,P0652H02,25,50,1.2
P0652,30311,3,P0652H03,70,90,0.6
P0653,30312,1,P0653H01,0,19,2.3
P0653,30313,2,P0653H02,35,60,1.1
P0654,30314,1,P0654H01,0,23,1.9
P0654,30315,2,P0654H02,40,85,1.4
P0655,30316,1,P0655H01,0,19,1.8
P0655,30317,2,P0655H02,19,44,1.1
P0655,30318,3,P0655H03,44,90,0.7
P0655,30319,4,P0655H04,90,112,0.6
P0656,30320,1,P0656H01,0,21,1.9
P0656,30321,2,P0656H02,21,43,0.9
P0656,30322,3,P0656H03,43,65,0.6
P0657,30323,1,P0657H01,0,25,2.1
P0657,30324,2,P0657H02,25,58,1.0
P0657,30325,3,P0657H03,58,105,0.8
P0657,30326,4,P0657H04,105,125,0.5
P0658,30327,1,P0658H01,0,20,1.8
P0658,30328,2,P0658H02,20,52,1.2
P0658,30329,3,P0658H03,52,90,0.6
P0659,30330,1,P0659H01,0,20,1.0
P0659,30331,2,P0659H02,20,58,0.8
P0659,30332,3,P0659H03,58,82,0.8
P0659,30333,4,P0659H04,82,100,0.5
P0659,30334,5,P0659H05,100,120,0.4
P0660,30335,1,P0660H01,0,27,2.4
P0660,30336,2,P0660H02,27,67,0.9
P0660,30337,3,P0660H03,67,100,0.7
P0660,30338,4,P0660H04,100,120,0.6
P0661,30339,1,P0661H01,0,25,2.0
P0661,30340,2,P0661H02,25,60,1.2
P0662,30341,1,P0662H01,0,23,1.8
P0662,30342,2,P0662H02,25,50,0.7
P0662,30343,3,P0662H03,70,100,0.7
P0663,30344,1,P0663H01,0,26,1.2
P0663,30345,2,P0663H02,48,70,0.5
P0663,30346,3,P0663H03,70,110,0.5
P0683,30347,1,P0683H01,0,10,1.6
P0683,30348,2,P0683H02,10,23,1.2
P0684,30349,1,P0684H01,0,8,1.0
P0684,30350,2,P0684H02,8,25,0.6
P0686,30351,1,P0686H01,0,20,1.1
P0686,30352,2,P0686H02,22,30,0.8
P0687,30353,1,P0687H01,0,10,1.6
P0687,30354,2,P0687H02,10,25,0.8
P0693,30355,1,P0693H01,0,6,3.2
P0707,27079,1,P0707H01,0,16,5.5
P0709,27080,1,P0709H01,0,27,1.9
P0710,27081,1,P0710H01,0,32,0.5
P0710,27082,2,P0710H02,32,75,0.5
P0712,27083,1,P0712H01,0,12,4.3
P0712,27084,2,P0712H02,12,35,2.4
P0712,27085,2,P0712H02,35,53,2.4
P0713,27086,1,P0713H01,0,21,2.6
P0716,27087,1,P0716H01,0,14,1.5
P0716,27088,2,P0716H02,14,35,1.1
P0718,27089,1,P0718H01,1,8,1.6
P0718,27090,2,P0718H02,8,35,1.0
P0719,27091,1,P0719H01,0,12,3.3
P0719,27092,2,P0719H02,12,35,1.7
P0721,27093,1,P0721H01,0,15,2.5
P0721,27093,1,P0721H01,0,15,2.5
P0721,27094,2,P0721H02,15,33,1.4
P0721,27094,2,P0721H02,15,33,1.4
P0722,27095,1,P0722H01,0,22,1.2
P0722,27096,2,P0722H02,22,40,1.1
P0722,27097,3,P0722H03,40,65,0.8
P0725,27098,1,P0725H01,0,23,1.3
P0725,27099,2,P0725H02,23,60,0.7
P0727,27100,1,P0727H01,0,10,1.4
P0728,27101,1,P0728H01,0,37,1.7
P0729,27102,1,P0729H01,0,5,1.8
P0729,27103,2,P0729H02,5,28,1.2
P0730,27104,1,P0730H01,0,29,1.6
P0730,27105,2,P0730H02,29,73,0.5
P0730,27106,3,P0730H03,73,90,0.3
P0731,27107,1,P0731H01,0,29,1.0
P0731,27108,2,P0731H02,29,60,0.3
P0732,27109,1,P0732H01,0,20,4.0
P0733,27110,1,P0733H01,0,35,1.7
P0734,27111,1,P0734H01,0,18,2.4
P0735,27112,1,P0735H01,2,11,3.7
P0735,27113,2,P0735H02,11,58,1.3
P0736,27114,1,P0736H01,0,19,1.4
P0736,27114,1,P0736H01,0,19,1.4
P0737,27115,1,P0737H01,1,20,4.2
P0737,27116,2,P0737H02,20,65,1.0
P0738,27117,1,P0738H01,0,18,1.1
P0738,27118,2,P0738H02,18,50,0.6
P0739,27119,1,P0739H01,0,33,0.9
P0739,27120,2,P0739H02,33,65,0.4
P0740,27121,1,P0740H01,0,16,0.9
P0740,27122,2,P0740H02,16,32,0.7
P0741,27123,1,P0741H01,0,11,2.6
P0741,27124,2,P0741H02,11,32,1.4
P0742,27125,1,P0742H01,0,30,1.0
P0742,27126,2,P0742H02,30,55,0.6
P0742,27127,3,P0742H03,55,90,0.4
P0743,27128,1,P0743H01,0,35,1.2
P0743,27129,2,P0743H02,35,75,0.5
P0744,27130,1,P0744H01,0,21,2.5
P0745,27131,1,P0745H01,0,40,1.5
P0745,27132,2,P0745H02,40,85,0.9
P0746,27133,1,P0746H01,0,12,4.4
P0747,27134,1,P0747H01,0,37,0.8
P0747,27135,2,P0747H02,37,80,0.2
P0748,27136,1,P0748H01,0,50,1.3
P0748,27137,2,P0748H02,50,80,0.9
P0748,27138,3,P0748H03,80,110,0.6
P0749,27139,1,P0749H01,0,17,2.3
P0750,27140,1,P0750H01,0,35,0.7
P0751,27141,1,P0751H01,0,35,0.8
P0752,27142,1,P0752H01,0,30,2.2
P0753,27143,1,P0753H01,0,27,1.6
P0754,27144,1,P0754H01,0,34,0.8
P0754,27145,2,P0754H02,34,75,0.5
P0755,27146,1,P0755H01,0,27,1.6
P0756,27147,1,P0756H01,0,18,1.1
P0757,27148,1,P0757H01,0,20,1.3
P0759,27149,1,P0759H01,0,15,1.3
P0759,27150,2,P0759H02,15,45,0.8
P0760,27151,1,P0760H01,0,25,1.1
P0760,27152,2,P0760H02,25,51,0.6
P0760,27153,3,P0760H03,51,75,0.5
P0761,27154,1,P0761H01,0,15,1.3
P0761,27155,2,P0761H02,15,40,0.6
P0761,27156,3,P0761H03,40,65,0.3
P0761,27157,4,P0761H04,65,100,0.3
P0762,27158,1,P0762H01,0,30,0.8
P0762,27158,1,P0762H01,0,30,0.8
P0762,27159,2,P0762H02,30,50,0.4
P0762,27159,2,P0762H02,30,50,0.4
P0762,27160,3,P0762H03,80,110,0.7
P0762,27160,3,P0762H03,80,110,0.7
P0763,27161,1,P0763H01,0,25,1.4
P0763,27162,2,P0763H02,25,55,0.5
P0763,27163,3,P0763H03,55,85,0.4
P0764,27164,1,P0764H01,0,24,0.7
P0764,27165,2,P0764H02,24,48,0.6
P0764,27166,3,P0764H03,48,72,0.5
P0764,27167,4,P0764H04,72,105,0.7
P0765,27168,1,P0765H01,0,20,1.0
P0765,27169,2,P0765H02,20,60,0.6
P0766,27170,1,P0766H01,0,21,2.7
P0769,27171,1,P0769H01,0,15,2.5
P0769,27172,2,P0769H02,15,33,1.4
P0770,27173,1,P0770H01,0,8,3.5
P0770,27174,2,P0770H02,8,35,1.4
P0771,27175,1,P0771H01,0,8,3.5
P0771,27176,2,P0771H02,8,35,1.4
P0772,27177,1,P0772H01,0,45,1.5
P0773,27178,1,P0773H01,0,28,1.1
P0773,27179,2,P0773H02,28,55,0.4
P0774,27180,1,P0774H01,0,22,1.9
P0774,27181,2,P0774H02,22,60,1.2
P0775,27182,1,P0775H01,0,21,2.6
P0776,27183,1,P0776H01,0,19,1.6
P0777,27184,1,P0777H01,0,25,2.2
P0779,27185,1,P0779H01,0,25,0.9
P0779,27186,2,P0779H02,25,49,0.6
P0779,27187,3,P0779H03,49,85,0.6
P0780,27188,1,P0780H01,0,18,1.3
P0781,27189,1,P0781H01,0,21,1.5
P0782,27190,1,P0782H01,0,21,1.4
P0783,27191,1,P0783H01,0,20,1.1
P0784,27192,1,P0784H01,0,42,2.3
P0784,27193,2,P0784H02,42,70,0.7
P0784,27194,3,P0784H03,70,100,0.5
P0786,27195,1,P0786H01,0,33,1.5
P0786,27196,2,P0786H02,33,65,0.6
P0787,27197,1,P0787H01,0,20,2.6
P0788,27198,1,P0788H01,0,9,4.4
P0788,27199,2,P0788H02,9,30,2.5
P0789,27200,1,P0789H01,0,20,1.5
P0789,27201,2,P0789H02,20,55,0.6
P0789,27202,3,P0789H03,55,95,0.4
P0789,27203,4,P0789H04,95,105,0.3
P0790,27204,1,P0790H01,0,28,1.9
P0790,27205,2,P0790H02,28,60,0.5
P0791,27206,1,P0791H01,0,20,3.7
P0792,27207,1,P0792H01,0,30,2.1
P0792,27208,2,P0792H02,30,47,1.5
P0792,27209,3,P0792H03,47,70,0.5
P0793,27210,1,P0793H01,0,25,2.1
P0793,27211,2,P0793H02,25,70,1.1
P0793,27212,3,P0793H03,70,90,0.9
P0793,27213,4,P0793H04,90,110,0.6
P0794,27214,1,P0794H01,0,21,3.9
P0795,27215,1,P0795H01,0,32,1.3
P0795,27216,2,P0795H02,32,60,0.4
P0796,27217,1,P0796H01,0,12,6.7
P0796,27218,2,P0796H02,12,30,4.8
P0797,27219,1,P0797H01,0,19,1.4
P0797,27219,1,P0797H01,0,19,1.4
P0798,27220,1,P0798H01,0,35,1.6
P0798,27221,2,P0798H02,35,68,0.9
P0798,27222,3,P0798H03,68,85,0.5
